clean_text,label
pertanyaan asal nih ya kalau di tahun ketiga tiba dia nemu tambang emas di lahan hgu nya apa kita musti menunggu tahun lagi supaya mendapat bagian keburu habis dong depositnya,Negatif
lah daripada penjilat lubang pantat anis pekok,Netral
jokowi ngerubah aturan kan gampang banget ya apa jaminannya aturan yang ini enggak diutak atik iklim investasi yang busuk begini tapi banyak banget mintanya,Negatif
pendukung jokodok seperti lo apalagi bong,Positif
belum lagi soal review tiap tahun setelah kontrak pertama kalau enggak memenuhi syarat ya hgu nya bisa ditarik lagi cuman ya tergantung sama tukang review nya amanah apa kagak,Netral
nih pada baca isi beritanya enggak sih masa pada enggak paham kalau tahun itu bukan dalam satu kontrak melainkan total dari perpanjangan kontrak siklus pertama saja paling lama cuma tahun baru setelah direview pemenuhan syarat untuk perpanjangan kontrak baru bisa perpanjang,Negatif
hgu tahun langgar uu atau tidak apa bedanya dengan dijajah dikuasai tidak langsung oleh investor presiden harus bertggjwb ikn lanjut ok jangan grusah grusuh percepatan pemb jangan sampai mengabaikan kualitas dan kepentingan nasional,Positif
tetap ada cuma kalah suara tahu sendiri buzzernya bagaimana,Positif
yang digadein calon ibu kota negara lagi ckckckck,Negatif
bisa enggak sih lu diemmm setelah pilpres pekerjaan lu kayak sudah enggak memakai otak lagi kayak lu dikejar sama debt collector tahu enggak sih sampai dpr nyetujuin hal bodoh begini lagi enggak ada harapan sudah,Positif
kenapa rata orang kristen pemuja jokowi ya,Positif
orang yang sudah ugal dan enggak peduli apapun kecuali anak cucu mantu punya jabatan begini kelak bakal dapat balasannya,Positif
saya heran dengan program presiden trg ikn ini kenapa harus kebut kalo memang belum siap enggak usah kebut lah malah jadi runyam nanti,Negatif
belanda inggris portugal sepanyol dan jepang pasti mau lah bisa menguasai selama itu tanpa harus berperang btw memang kaltim enggak ada penghuninya kah kok gakada yang bersuara,Positif
naudzubillah keserakahan macam apa lagi,Negatif
busyet deh lu mempertahankan ambisinya semua sudah di pertaruhkan dana apbn harga diri sekarang di agunkan pula lahan indonesia dikira ini lahan keluarganya apakah kedaulatan sudah di tangan family rakyat masih santai dan menerima membiarkan yang salah akan menjd baik,Positif
nek ora due duit ra mampu gawe ikn mbokyo sadar diri bos cebol gayuh lintang,Positif
jadi ingat jaman amangkurat nggadein pesisir jawa ke voc untuk melanggengkan ambisi politiknya,Positif
buset hgu tahun berapa generasi tuh,Negatif
nanggung cuma tahun enggak sekalian saja,Negatif
kurang lama abad saja,Negatif
jangan mko ada mau,Positif
siapa yang memilih bapak ini jadi presiden rakyat penduduk asli digusur demi kepentingan orang asing menangis pejuang yang dulu mengusir penjajah kalo bisa melihat ini,Negatif
wow memang gila nih presiden salut dengan keputus an gila nya ayo tambah lagi kayak certa sejarah dulu sampai abad dijajah nya,Positif
yang jadi pertanyaan apakah tidak ada orang pintar di kalimantan yang bersuara menentang kebijakan ini ataukah mereka juga senang,Negatif
sudah kepalang malu takut jadi candi hambalang versi berikutnya,Positif
anggota dpr ini mata telinga dan hati nuraninya apa sudah mati ya lihat presidennya membuat keputusan yang jelas merugikan bangsa dan rakyat indonesia kok diam apa harus di demo lagi,Negatif
otak nya dimana wkwk,Positif
mukidi sudah panik sampai mata gelap begitu dia yang teken perpres generasi selanjutnya yang bakal susah kena getahnya dasar mukidi bikin susah mulu,Negatif
tahun gila lu jok sumpah gila benar lo lo anggap apa penduduk asli kalimantan sumpah jawa gila lo jok,Positif
kekuasaannya enggak sampai setahun lagi umurnya enggak sampai tahun lagi tapi mengasih tanah negara ke orang sampai segitu mau nyebut pengkhianat bangsa tapi kayaknya trllu halus,Negatif
besengkut dio nando tangan itu takot gek indak ditando tangan sih gemoy lemak nian nyewer kupingnyo,Positif
mau marah caranya bagaimana nih,Netral
begini lho kalau pendukung anies disuruh mikir goblognya meminta ampun,Positif
jualan apa pak jualan negara dek,Negatif
seenak jidat kasih hgu tahun penjajahan sekte mana nih,Negatif
gundulin saja semua hutan di indonesia nanti kalau ada bencana yang di salahkan alamnya,Negatif
itu mah sampai kiamat,Negatif
sampai kiamat saja sekalian,Negatif
hah enggak ngotak,Netral
tanggung sekalian sampai kiamat saja,Negatif
setengah penjajahan voc,Negatif
investor itu orang pintar biarpun di obral gratis bila menurut investor enggak guna ya enggak akan mau investornya,Positif
tanah kita di kuasai asing mesti berapa kali ganti presiden baru selesai,Positif
diobral kayak enggak punya harga yang pantas miris,Negatif
bikin susah saja lu,Negatif
perkara gorong gorong doang satu pulau jadi terancam terusir,Positif
indonesia saja baru merdeka tahun,Negatif
sekalian saja perpres penjualan lahan sekaligus,Negatif
kenapa enggak tahun sekalian bapak jokowi,Netral
bisa enggak sih presiden ditangkep,Positif
dan tahun lagi firaun ini masih hidup sebagai mumi yang siap memperpanjang hgb ikn hingga tahu,Negatif
iya kita doakan yang memberi izin ini hidup sampai kiamat saja,Negatif
harusnya sampai kiamat pakkk,Negatif
woeee berani beraninya wkwkwkw,Netral
saya doakan yang menentukan sehat dan umur panjang sampai kiamat pak,Positif
kita doakan umur mereka sampai kiamat pak sehat selalu,Positif
sampai cucu cucunya jangan entos,Negatif
enggak sekalian sampai kiamat pak republik ini merdeka belum genap satu abad dan ini adalah prestasi terbaik sepanjang masa dan mungkin sepanjang keberadaan dunia berada hanya orang waras yang mampu menjelaskannya hidup jokowi presiden terbaik di dunia yang pernah ada,Positif
sih kontol jual nkri berkedok hgu,Negatif
wooiij jangan buka pintu penjajahan dengan topeng investasi demi ambisi pribadi anda,Positif
capek capek merdeka dari penjajah eh ternyata dijajah sama bangsa sendiri,Positif
tanggung ya tahun sekalian tahun biar sama kayak waktu belanda menjajah indonesia,Positif
penjajah itu berinisial,Negatif
sama saja dijajah tahun,Netral
panajam paser utara sampai bukit suharto bukanya sudah enggak ada pohon besar ya sudah ngambang semua pohon nya di makakam,Positif
obral obral terpantau kurang laku,Negatif
yuk bisa yuk pak dikit lagi kan mau lengser semaunya bapak saja,Positif
dikira pebisnis n investor akan tertarik cuma dari jangka waktu yang lama saja kalau enggak ada benefit di wilayah yang mau ditempatinnya bagaimana dong,Negatif
suku asli yang beranak pinak disana enggak dapat apa ini yang menciptakan kondisi seperti orang betawi di jakarta tergusur orang melayu deli juga tergusur di medan saat ini suku dayak sekitaran ikn siap tergusur,Negatif
nafsu apa yang membuatnya bisa segila ini tahun benar membagongkan lagian waktu dia tinggal bulan lagi investor ya enggak bodoh juga walau tahun tapi kalau enggak dilanjutin ya tetap saja buang duit ke hutan,Negatif
biasanya kalau tahun ada yang datang pak,Negatif
kenapa ya presidenku begini,Positif
pokoknya cucu cicit lu aman bahkan sudah lewat,Positif
anggap saja rata orang punya anak saat usia tahun berarti alias generasi kalau dinaikkan rata nya jadi usia saat punya anak berarti alias generasi kesimpulan kalau terlambat punya anak sekalipun usia an ya masih dinikmati generasi,Negatif
bagus gebrakannya pak toh rakyat menengah di kali juga enggak bisa ngapa ini dan enggak mau beraksi mentok komen doang kok sepanjang pertalite masih ribu aman buat kebijakan pak,Positif
masa jabatan bentar lagi habis tapi mau merusak bagian dari indonesia sampai tahun kedepan,Netral
jokowi layak ditangkap,Positif
sebaiknya presiden ini di adili karena telah memperjual belikan hgu,Negatif
aturan diubah ubah seenaknya demi apa obral terus sampai putus urat nafsu nya,Negatif
semiga jangan tobat sampai sakratul maut biar jadi bahan bakar kerak neraka,Negatif
negara milik moyang pki dia memang,Negatif
wow mantap nih asing enggak perlu lagi berperang untuk menjajah dan menguasai negeri ini karena negara kita sendiri mengobralnya dengan harga murah mantap jiwa pokoknya lanjutkan terus obralnya,Positif
ini orang mesti diadili nanti kebijakannya sudah merugikan negara,Negatif
tanggung hgu tahu tahun saja pak e,Negatif
kau gadaikan negeri ini demi apa,Negatif
perpresnya nanti bisa dibatalkan presiden terpilih tenang luur,Positif
umur investornya saja enggak bakal sampai tahun,Positif
terlalu pendek masih kurang tahun masih kalah panjang sama yang akhirnya pergi tahun ayo revisi perpresnya mumpung masih sempat,Negatif
ini bangun mall atau real estate sih,Positif
dia nya sendiri di solo ini jelas diserahkan negara ke oligarki,Negatif
pak nanti mohon dibatalkan orang dimatikan dengan sendirinya perpres perpu keppres dll yang diacc presiden sebelum bapak yang terbukti telah dan akan rugikan bangsa dan negara perbaiki kebijakan yang keliru juga niscaya akan mengalir support dari real citizen bukan warga jadi an,Negatif
lebih kontol ketimbang voc dulu ternyata ya,Netral
kenapa enggak sekalian dibikin sama dengan usia fosil dinosaurus yang sudah mencapai jutaan tahun,Negatif
itu artinya jual negara ini bisa disebut pengkhianatan,Negatif
awwowkwowkwowk tanah kalimantan diobral dan orang kalimantan banyak yang setuju,Positif
makin gila saja kebijakannya kompeni gaya baru,Positif
pak jokowi mudah mudahan keputusan bapak bisa di evaluasi itu merugikan rakyat pak kepemilikan sampai tahun itu terlalu sangat lama,Positif
almarhum presiden habibie pasti menangis batam ditawar singapura tahun saja ditolak ini sih raja ngedabruss malah menambah dan memutuskan ajg,Negatif
perpres bisa di cancel enggak untuk jabatan presiden selanjutnya,Positif
enggak mesisan seumur hidup a pak kabeh digadekno,Netral
kebut hutang merampok pajak menaikkan harga pembayaran yang dipaksakan kenapa tidak ada cara lain yang lebih nasionalis dan manusiawi kenapa selalu menggunakan cara preman,Negatif
yang merasa neneknya pemilik negeri konoha mah bebas mau dijadikan give away untuk negeri tirai babi pun ya sesukanya,Negatif
sebenarnya ikn itu buat rakyat indonesia atau buat cukong kalau buat rakyat indonesia kenapa enggak teken perpres menjadikan ikn sebagai wilayah transmigrasi juga supaya mengurangi kepadatan penduduk terutama di pulau jawa dan membuka lapangan kerja baru bagi rakyat indonesia,Positif
ikn itu lahan gambut disekitarnya pun lahan bekas tambang batubara ya bakal panas banget makanya tuhan tanam pohon besar disitu,Positif
mungkin mereka sudah dapat jatah dan sedang menikmati ikn mbah,Positif
ini sedih banget loh indonesia bukan punya indonesia lagi bisa dibatalin enggak sih ini,Negatif
dan kaum puas kinerja jokowi apa kabar makin kalian sanjung makin ugal an di tahu trakhir pmerintahannya gue enggak tahu kmna jokowi yang hampir tahu lalu tapi sekarang apakah terlihat sakit pospower syndrome diakhir masa jabatan jadi bertindak suka saja,Positif
bagaimana nih menurut tempo bagus enggak untuk rakyat,Positif
tahun berarti anak cucu dan cicit masih nikmati hgu yang di berikan pemerintah,Negatif
sudah berat buat bayar bunga utang nya whoosh ini malah dipaksa kebut ikn mau bayar pakai apa tong anchhoooorrrr,Positif
dikiranya investor itu kayak penyembah nya yang pada tolol,Negatif
emangx tanah nenekmu,Netral
jadi tahu sekarang kenapa dulu babang ngmong sinting baru sekarang kao benar babang,Positif
dasar buat ini pasti sudah ada omongan sama inpestor tapi sygnya diterima mentah kliyatan lemah banget,Positif
sampai kiamat penjajahan dan yang terjajah pasti akan ada terus apapun caranya dengan segala upaya sih penjajah pasti akan menjajah dan yang terjajah pun dengan segala upaya akan berlepas diri dari penjajahan ya inilah realita kehidupan dunia,Positif
mari kita tanya pra bapak bangsa tahun ini apa relevan mnrt saya tahun ini bukan fokus majuuin bangsa tapi sibuk ngrubah apa yang ada betul kata bu mega soal revisi,Netral
warisanmu nyusahno generasi selanjutnya,Negatif
jual apapun selagi masih menjabat memang investor segampang itu percaya,Positif
komunis mana yang bikin kebijakan buat kapitalis,Negatif
ayo dong pak cepat dilantik kita sudah jijik sama ini orang jokowi,Positif
ini perbincangan nya bagaimana ya sampai keluar usulan bisa pakai hgu tahun kedepan,Positif
jual pulau dengan alasan investasi kemana nih yang suka teriak kami pancasila dan nkri harga mati sudah pada nelen bansos yang jadi pada diam,Negatif
sudah kelihatan keluguannya,Positif
inilah musibah terbesar indonesia punya presiden memberikan hgu bukan itu nama penjajah secara masif free pajak tapi rakyat nya dipajaki,Negatif
sih bego enggak bisa mikir sekolah enggak sih lu jok dulunya dasar penipu enggak punya otak,Positif
dikeruk sampai habis sda di dalam tanah kalimantan sama orang kayak yang bekerjasama dengan pemerintah harusnya dikelola pemerintah hasilnya dibagi pula ke rakyat biar makmur buka malah dibagi pemerintah dan pengusaha kapan makmurnya rakyatmu pak pintar nambang enggak pintar bagi,Positif
tahun yang benar saja woy,Negatif
amit amit juta kali dimana empati ke rakyat yang lagi susah kenapa enggak perpres untuk percepatan harga turun itu saja tapi pejabat ini juga pilihan rakyat yang hebat bisa bagi bansos terus ya sudah,Negatif
orang pintar belajar dari masalah freeport eh ini malah sudah macam penjajah,Negatif
tukang kayu lagi ngibul bikin negara makin terpuruk karena punya pemimpin tolol jangan kan mahluk ciptaan allah allah saja dia lawan,Negatif
anjing semena banget kurus wkwkw,Negatif
sesuai ramalan the simpsons nantinya jadi singapura,Positif
memang indonesia tanah mbah dia suka suka di gadai sampai tahun itu sudah seperti dijajah dobolll dobolll,Positif
antara hal ini yang terjadi jokowi menjadi penghianat negara terbesar sepanjang sejarah indonesia atau presiden selanjutnya akan membatalkan perpres ini yang mana pihak investor yang tolol akan dirugikan,Negatif
dpr kemana saja tanah airnya dijadikan kok diam saja,Negatif
memaksakan proyek haluuu,Netral
yang terlibat pembuatan kebijakan hgu tahu sudah di pasangi nisan semua hgu belum selesai,Positif
pokoknya sebelum lengser cita dia meninggalkan jejak monumental berhasil enggak peduli pemerintahan berikutnya wong anak nya cuma wakil,Negatif
cepat atau lambat yang salah bakal masuk penjara uang habis hutang banyak negara makmur suka impor bahan pangan,Negatif
kapan sih enggak jadi pengecut,Positif
semua akan menyesal pada waktunya,Negatif
jangan terlalu kasar sama kadrun cengeng itu dia selalu ngintai mau laporan sama memang elon lgian percuma dia enggak mungkin melawan,Negatif
sebelum makin gila mending dipasung saja bapak ini,Positif
presiden kamu bukan,Netral
tanggung banget tahun langsung saja pak selamanya biar masuk semua itu investor ibukota rasa swasta hahaha,Negatif
bandung bondowoso dan upayanya membangun ikn dalam semalam,Positif
capek kali lihat kelakuan kepala negara model begini ya allah,Positif
ikn di obral buat investor harusnya tahun saja sih lebih worth itu,Negatif
kasarnya yang miskin minggir,Negatif
enaknya di zaman perjuangan susah senang dinikmati bareng ada pengkhianat tinggal eksekusi kalo sekarang yang susah rakyatnya pejabatnya sebaliknya ada kebijakan menguntungkan negara lain bilangnya buat investasi,Positif
nanti bilang pak pas suruh batalin perpresnya masih iya hgu sampai hampir abad,Positif
sampai cucunya kaesang jadi kakek nenek dpr mpr setuju ya,Positif
monggo dijajah monggooo,Positif
lebih kimak daripada jaman kolonial belanda,Negatif
megap investor luar banyak yang enggan ke ikn karena estimasi penduduk yang akan tinggal sedikit di banding kota besar yang lain,Negatif
mantan ketua kpu menjadi tumbal kesalahan pemilu sesungguhnya salah mukidi yang menyetir semua dibelakang layar,Negatif
kenapa harus menyalahkan china ini kan pilihan bebas yang secara sadar diambil kalau mau salahkan ya salahkan diri sendiri dong ah baca pengambil keputusan,Positif
takut mangkrak tapi mbok ya jangan sebegitunya,Positif
ikn ikatan keluarga nganu,Positif
pernah baca sejarah enggak musuh terberat adalah di jajah bangsa sendiri contohnya seperti ini kalau penjajah bangsa lain bisa lu lawan lah kalau penjajahnya bangsat sendiri bagaimana lu terbukti kata kata tokoh sejarah,Negatif
takut ikn di hambalangkan mungin,Positif
perpres lebih superior dari uupa kwkwkwkw,Positif
kita sedang di perangi secara soft power oleh cina yang akan dan sedang menjajah negeri ini melalui kakitangannya sih jw dan antek nya karena cina punya ambisi sama seperti usah hanya caranya yang berbeda,Negatif
kebijakan yang enggak masuk akal sehat,Negatif
pakde mati meninggalkan hutang dan kesengsaraan untuk generasi bangsa tahu kedepan parah,Negatif
urgensinya kehabisan dana jok,Positif
demi ambisi seorang jebolan gorong gorong semua di paksa ikut gila,Negatif
scara logika cacat saja kasih sewa tahun sekali bayar coba bandingkan indonesia merdeka lalu sudah tahun merdeka lucu menyewakan lahan melebihi usia negara itu sendiri,Netral
woi itu lahan milik masyarakat adat bukan milik moyangnya,Negatif
kagok pak sekalian saja kasih tuh kalimantan pak biar puas,Positif
sudah gila anjir,Positif
ini gakada yang bisa hentikan dia jual kalimantan hgu tahun itu sama saja seumur hidup gila inimah lalu warga sana dapat apa,Negatif
coba posisi seperti ke rakyat jelata,Negatif
ini dpr yang terhormat kenapa diam saja sama saja tanah negara kita di berikan kepada investor kalau memang dana tidak ada ya di stop saja sudah tahu memang cacat dari awal,Positif
kata belanda bijir mending sekarang datang ke indonesia daripa dulu pasukan gua dan jenderal gua banyak yang mati nyesal kami datang puluhan tahun yang silam,Negatif
dia tuh sebelum bikin keputusan benar dipikir enggak sih tahun wkwkw mungkin karena biar investor nya pada enggak lari ya dikasih tahun,Positif
sekalian sampai kiamat min,Negatif
tawaran yang membagongkan kita lihat masihkah ada investor yang masih mau teringat perusahaan bumn adanya proyek bukannya untung malah bangkrut,Netral
kan kalo om wowo enggak ngelanjutin tinggal tunjuk doi,Negatif
dijajah londo ireng ternyata,Netral
hadiah menjelang hut ri dari jokowi,Positif
kepres yang dibuat untuk kepentingan sesaat nanti akan samgat mungkin diganti dengan kepres lain yang untuk juga kepentingan sesaat tidak percaya kita tunggu hasilnya nanti,Negatif
ya makin pintar kalian enggak menyesal dulu nyoblos presiden modelan begini malah lanjut part lagi,Positif
mending jadi bagian dari provinsi negara china saja sekalian,Negatif
napsu banget sampai berani mengasih abad entar kalau ada masalah yang nanggung anak cucu lu semua dia mah sudah enggak ada lagi,Negatif
kok boleh ya ambil keputusan strategis,Positif
kalau mukanya kagak dijambak biji diseset pas turun masa jabatan rakyat indonesia memang kebangetan goblok,Negatif
tahun lagi cucu jangan etes sultan jokowidodo ix berperkara di pengadilan seperti hotel sultan,Negatif
invest di ikn kan cangkangnya aslinya bisa konsesi lahan dimana begitu wkwkwkwkkk undertablenya masa harus segamblang itu musuh investor kalau cuman common saja mana mau kalau enggak ada investor rating kita di si dan p entar turun lagi ngamok lagi ngab owi,Negatif
gila juga hgu sampai hampir abad berapa generasi tuh,Positif
hgu tahun kga salah baca teh ini tolong lah ini wakil rakyat yang masih punya akal dan hati jangan sampai kejadian hgu sd tahun ini,Positif
penyeselan terbesar pernah duking manusia rakus ini,Positif
kemarin baru bilang jangan dipaksa sekarang malah bikin perpres kebut ikn agak lain anda pak,Negatif
ya allah miris ibu kota negeri malah jadi bandar asing,Positif
mana nih pendukung sih tahi dari tahun sampai sekarang ngumpet lu pada tanggungjawab woi,Negatif
cek mengenai ikn lainnya,Negatif
negara kok makin morat marit enggak sekalian saja dikasihin ke cina nkri nya atau singapura biar paspor warna ijo jadi warna merah,Positif
busyeeeettt hgu nya tahun,Netral
bapak ini yang berani merubah uu agraria cuma dengan pidato saja tak perlu rubah uu ke dpr ri karena semua bisa di atur,Negatif
segera turunkan jokowi sebelum tambah mabok jual negara,Positif
kalau kata rocky gerung mah ambisi jjkww dibatasi sama apbn eh sudah kebentur apbn diakalin pakai hgu tahun negara ini milik siapa sih bang,Positif
dilut mane tamperi rakyate,Netral
apa bedanya dengan kompeni,Negatif
demi menyiapkan pensiun semua dijual,Negatif
perpres bisa dicabut kan next presiden berani enggak,Positif
anggap setiap satu generasi berumur tahun maka itu artinya sampai tiga generasi baru kelar gila,Positif
rakyatnya sendiri mulai dari tanah adat sampai yang sudah mendiami puluhan tahun malah terusir dari tanah kelahiran dan leluhurnya padahal jelas rakyat sendiri indonesia tanah air beta beta sudah tidak punya tanah air lagi,Negatif
itu juga kalau sampai umurnya,Negatif
tahun wkwkwk buat apa lama lama umur manusia saja paling lama sekarang tahun,Negatif
menyerahkan negara dengan sadar untuk di jajah,Negatif
bagus kalimantan merdeka saja daripada tanahnya di gadai tahun jepang cukup tahun jadi negara maju,Negatif
kurang pak tahun saja biar berasa zaman penjajahan lagi,Negatif
biar di kasih petir sama zeus,Positif
hanya di rezim ini jelas jelas negara kita di gadaikan hanya untuk dahaga pembangunan jokowi dengan menghalalkan segala cara dan pendukung nya bilang lanjutkan lanjutkan biji mata lu lanjut kan mamam tuh presiden yang paling terbaik divsurvey qodari,Positif
di obral kah tahun pak belanda mau nih,Positif
umur indonesia saja belum segitu ajg,Negatif
lah jokowi bakal hidup berapa ratus tahun kolonial belanda saja tidak setega ini,Negatif
sudah mending mangkrak saja sekalian daripada carut marut di belakang anjir,Negatif
semoga jokowi masih hidup tahun lagi,Negatif
anjay keburu mati kita,Negatif
tuh terbayang kan tahun lagi nama indonesia masih ada enggak tuh tapi benar juga peduli setan demi ambisi ini kayak hutang tapibyang buat jaminan anak cucu hahai cerdas,Netral
jokowi kan terkenal karena jargonya enggak mikir kali ini benar terbukti enggak mikirnya otaknya sudah keisi tahi,Positif
beliau lagi upaya menarik investor yang tak kungjung datang,Negatif
another hadeh kebijakan,Negatif
ini yang di sebut paling nkri,Negatif
benar di obral,Negatif
tetap saja sepi investor paling takut sama pengkhianat,Positif
tahun sudah baru indon masih primitif,Positif
sampai kiamat sekalian nanggung amat,Positif
semoga jadi pertimbangan bos jagan grusaa grusu,Positif
enggak sekalian tahun seperti lama indonesia dijajah pak,Negatif
ngeri di obralnya sementara mamfaatnya belum jelas buat negara ini seperti apa nanti jangan cuma jadi beban dan tidak bermamfaat,Negatif
beliau yang tanda tangan anak cucu kita yang bakal menanggung kalau terjadi apa di masa depan,Negatif
rakyat dayak enggak ada yang marah apa tanahnya seenak udel sih pinokowi bikin aturan tapi keterlaluan menabrak uu agria no psl hgu cuman tahun bakal terusir itu warga suku dikalimantan,Negatif
waduh wani melawan n melanggar konstitusi padahal entar bukan siapa siapa,Negatif
menggadaikan negara sendiri,Negatif
enak banget nih orang neken perpres sembarangan kayak negara ini punya nenek moyang dia doang enggak memikirkan nasib negara ke depan bagaimana naudzubillah tsumma naudzubillah,Negatif
bjir enggak sekalian di obral tahun presiden paling busuk sepanjang sejarah,Negatif
duh ambisius sekali,Negatif
sudah mpp masih saja,Netral
kalau jurus ini masih gagal menarik investor yang katanya dulu antri tidak tahu jurus apa lagi yang akan dikeluarin menjelang pengantian,Negatif
menjabatnya tahun ada yang untung sampai tahun wow pantas pada mau jadi presiden,Positif
masih lanjut ini candi mana investor yang sudah mengantri itu,Negatif
penggonggong ya ngikut saja yang penting bansos mengalir terasanya pada generasi selanjutnya negara telah tergadai oada para cukong rakyat di biarkan bodoh dengan di ninabobokan menggunakan bansos,Negatif
sekali saja tahun,Negatif
tahun berapa dekade sampai saat ini saja indonesia merdeka baru tahun beruntunglah para cukong penguasa negara kebijakan planga plongo makin enggak karuan setelah lepas dari petugas partai kebijakan liar dan togog,Positif
anjay memaksa gila parah di jajah ini mah sama investor,Negatif
indonesia merdeka sampai sekarang itu masih tahun freeport yang mengesalkan itu perpanjangan evaluasinya tiap tahun lah ini hgu tahun apa menterinya enggak kasih nasihat sebelum presiden bikin perpres,Negatif
ini negara apa sih diobral murah banget,Positif
kenapa enggak undang saja voc kalau enggak ratu belanda suruh ngelola hgu lagi siapa tahu lebih sejahtera,Positif
jalan terakhir ngamuk,Netral
negeri yang diobral seobral obralnya,Negatif
apa sih urgensinya,Negatif
menunggu oktober terasa begitu lama,Negatif
enggak sekalian tahu pak sambil nostalgia hehehe,Positif
sampai cucu sih ethes belum kelar hgu super sekali rakyatnya sendiri dibatam cuma dapat hgb tahun,Positif
diakhir jabatan semakin ngawu menyala,Positif
mana ada investor mau lu sudah enggak di percaya investor enggak sebodoh penerima bansos yang bisa kau tipu,Positif
ini menyusahkan prabowo namanya,Positif
ueeeedan tenan tahun presiden jabat maksimal tahun saja bikin hgu tahun sedangkan rakyat punya tanah turun temurun dipaksa gusur,Negatif
presiden sadis sudah mau lengser bikin kebijakan se enak udelnya saja,Positif
enggak mikir masa depan masa tahun gila nih,Positif
ya allah sampai tahun bagaimana cara berhitungnya pakde,Positif
makin jadi kacung asing negara ini,Positif
negara dibuat kayak bisnis,Netral
pernah dengar istilah comprador capitalist bahasa gampang e orang yang berkhianat atas bangsanya demi membela master yang bayar dia lihat saja pencitraan awal doi jualan kesederhanaan tapi sekarang kalung anak bininya segede gaban,Negatif
waduh lebih lama daripada inggris sewa hongkong dong,Netral
aku kira nkri harga mati ternyata tanah air harga nego,Positif
lagian investasi itu buat mencari untung ini untungnya apa coba mending investor misalnya investasi ke perusahaan teknologi yang lebih jelas,Negatif
saya saja kalau lihat harga promo barang super murah apalagi sampai banting harga sampai kelar jadi ragu mau belinya pak semakin dibanting harganya semakin ragu mau beli lah ini investor apalagi yang kelas dunia apa enggak semakin mikir mereka dengan ikn yang cara jualnya begitu rupa,Positif
jokowi sudah stres mau lengser az mash mau menyusahkan rakyat pantesan dpa di hidupkan lagi rupanya sih joko enggak mau lepas dari jabatan biar bisa ikut mengatur hhhjok jok jok,Positif
kalo investor nya masih berani tanda tanya nya besar sekali kalo kalo memang pres berikutnya ogas ke ikn tdus mau jadi apa disana investor tentu mikirnya balikin duit dan cuan nah cuannya dimana kalo ikn jadi ghost town,Positif
astaghfirullah astaghfirullah astaghfirullah negeri konoha,Negatif
apa esensi ibu kota negara pindah ya,Positif
kok bisa ya di indonesia presiden mengeluarkan aturan apapun seenak nya tanpa ada diskusi di parlemen atau dimana pun,Positif
rusak deh tanah kalimantan jantung dunia itu oii,Positif
tetap saja enggak bakal laku apestor enggak ada yang mau apes wkwk,Negatif
kok semakin tidak masuk akal memberikan hgu sd tahun bagaimana dengan pertanggungjawaban keputusan itu kepada generasi penerus bangsa dan pemerintahan berikutnya jika terjadi sesuatu yang tidak diharapkan atas apa yang dilakukan oleh investor di ikn siapa yang bertanggung jawab,Negatif
hgu tahun jadi berapa generasi nih ibu kota sewa sama investor,Netral
goblok banget memang bang,Netral
nah itu pertanyaan bagus apakah investor percaya,Positif
ngeri tahu deh pada mati semua enggak ada yang tanya model begini,Positif
kepalang malu kah karena telat sampai hilang akal,Negatif
nih silent majority tolol baca ya jangan makan siang gratis terus yang lu memahami buat memilih presiden,Positif
kok pada diam saja apa memang bisa seenaknya begini,Negatif
kepress jual negara,Positif
dijual anjir negara kwkw,Positif
bapak saja tinggal disana,Negatif
sudah di obral dan dikasih karpet merah pun investor asingnya masih nihil,Negatif
wawww dpr dan mpr kemana nih sudah mndkati akhir jbtn kok semakin melenceng benar,Positif
enggak sekalian tahun pak kayak belanda jajah indonesia begitu pak sekalian,Negatif
obral obral murah murah dia pikir investor terus berbondong hadeeeeh paak jangan tambah kau rusak negara ini,Positif
jual tanah berkedok hgu,Positif
tenang saja besok hari setelah lengser dibatalkan semua apa yang sudah dia teken jancoookk sekarang pada diam semua,Negatif
jadi ingat dulu pernah omong kalau itu semua rencana nggedabrush,Negatif
indikator kalau programnya tidak laku,Negatif
semoga pak segera membatalkan perpres ini segera setelah beliau dilantik,Positif
makin tertekan makanya diteken,Positif
wkwkwk lu hidup saja enggak sampai tahun tapi bikin peraturan buat tahun kocak,Positif
jual harga diri demi proyek gaguna,Positif
wuih tambah gila nih,Positif
medeka kacung komparador asing semua,Negatif
hgu itu dijual atau enggak ya pak,Positif
penghianat bangsa bajingan tolol,Negatif
parah hgu hak guna usaha investor bisa memakai lahan untuk usaha selama tahun,Negatif
proyek ambisius ki lurah jelang lengser sampai hgu dibuat tahun legacynya utang makin menumpuk,Netral
memaksa banget wkaowk,Positif
nanggung itu sekalian abad saja balikan kembali ke era awal voc,Negatif
perpres duitnya ntek,Netral
jangan saya diajari hgu itu normalnya berlaku maksimal tahun dan boleh diperpanjang tahun,Negatif
tampak makin gusar ikn enggak laku segala cara dihalalkan,Positif
dpr diam saja ini negara di obral,Negatif
jualan negara beliau ini asli orang indonesia bukan ya,Positif
sudah mau lengser kok pada sibuk teken ini itu jangan jadi beban rezim berikutnya setelah semua sendi ekonomi sosial dan budaya ancorrrrr,Positif
indonesia merdeka baru tahun mikir,Positif
presiden pujaan cebong bajingan,Positif
indonesia merdeka tahun ini hgu tahun,Netral
anjir orang gila,Positif
